movie1	movie2	class
Alexander	Talk Radio	director in common
Harry Potter and the Order of the Phoenix	Harry Potter and the Goblet of Fire	 2 actors in common
Harry Potter and the Order of the Phoenix	Harry Potter and the Sorcerer's Stone	 2 actors in common
Harry Potter and the Goblet of Fire	Harry Potter and the Prisoner of Azkaban	 2 actors in common
Harry Potter and the Goblet of Fire	Harry Potter and the Chamber of Secrets	 2 actors in common
Harry Potter and the Goblet of Fire	Mona Lisa Smile	director in common
Harry Potter and the Goblet of Fire	Love in the Time of Cholera	director in common
Harry Potter and the Goblet of Fire	Donnie Brasco	director in common
Harry Potter and the Goblet of Fire	Pushing Tin	director in common
Harry Potter and the Goblet of Fire	Four Weddings and a Funeral	director in common
Hancock	The Rundown	director in common
Hancock	The Kingdom	director in common
Hancock	The Legend of Bagger Vance	 2 actors in common
Hancock	Lone Survivor	director in common
Hancock	Concussion	 2 actors in common
Hancock	Very Bad Things	director in common
I Am Legend	The Hunger Games: Catching Fire	director in common
I Am Legend	The Hunger Games: Mockingjay - Part 1	director in common
I Am Legend	Water for Elephants	director in common
Charlie and the Chocolate Factory	Dark Shadows	director and 2 actors in common
Charlie and the Chocolate Factory	Planet of the Apes	director in common
Charlie and the Chocolate Factory	Batman Returns	director in common
Charlie and the Chocolate Factory	Mars Attacks!	director in common
Charlie and the Chocolate Factory	Big Fish	director in common
Charlie and the Chocolate Factory	Frankenweenie	director in common
Charlie and the Chocolate Factory	Batman	director in common
Charlie and the Chocolate Factory	Corpse Bride	director and 2 actors in common
Charlie and the Chocolate Factory	Edward Scissorhands	director in common
Charlie and the Chocolate Factory	Ed Wood	director in common
Charlie and the Chocolate Factory	Beetlejuice	director in common
Charlie and the Chocolate Factory	Big Eyes	director in common
Ratatouille	Mission: Impossible - Ghost Protocol	director in common
Ratatouille	The Incredibles	director in common
Ratatouille	The Iron Giant	director in common
Batman Begins	Ted 2	 2 actors in common
Batman Begins	Insomnia	director in common
Batman Begins	The Prestige	director in common
Batman Begins	Memento	director in common
Madagascar: Escape 2 Africa	Madagascar 3: Europe's Most Wanted	director and 2 actors in common
Madagascar: Escape 2 Africa	Penguins of Madagascar	director in common
Madagascar: Escape 2 Africa	Madagascar	director and 2 actors in common
Madagascar: Escape 2 Africa	Antz	director in common
Madagascar: Escape 2 Africa	The Original Kings of Comedy	 2 actors in common
Night at the Museum: Battle of the Smithsonian	Night at the Museum: Secret of the Tomb	director and 3 actors in common
Night at the Museum: Battle of the Smithsonian	Night at the Museum	director and 3 actors in common
Night at the Museum: Battle of the Smithsonian	Real Steel	director in common
Night at the Museum: Battle of the Smithsonian	The Pink Panther	director in common
Night at the Museum: Battle of the Smithsonian	The Internship	director in common
Night at the Museum: Battle of the Smithsonian	Date Night	director in common
Night at the Museum: Battle of the Smithsonian	Cheaper by the Dozen	director in common
Night at the Museum: Battle of the Smithsonian	This Is Where I Leave You	director in common
Night at the Museum: Battle of the Smithsonian	Just Married	director in common
Night at the Museum: Battle of the Smithsonian	Big Fat Liar	director in common
X-Men Origins: Wolverine	Ender's Game	director in common
X-Men Origins: Wolverine	Rendition	director in common
X-Men Origins: Wolverine	Tsotsi	director in common
The Matrix Revolutions	The Matrix Reloaded	director in common
The Matrix Revolutions	Speed Racer	director in common
The Matrix Revolutions	The Matrix	director in common
The Matrix Revolutions	Bound	director in common
The Matrix Reloaded	Speed Racer	director in common
The Matrix Reloaded	The Matrix	director in common
The Matrix Reloaded	Bound	director in common
Thor: The Dark World	Thor	 3 actors in common
Mad Max: Fury Road	Happy Feet 2	director in common
Mad Max: Fury Road	Happy Feet	director in common
Mad Max: Fury Road	Babe: Pig in the City	director in common
Mad Max: Fury Road	Mad Max Beyond Thunderdome	director in common
Mad Max: Fury Road	The Man from Snowy River	director in common
Mad Max: Fury Road	Mad Max 2: The Road Warrior	director in common
Mad Max: Fury Road	Mad Max	director in common
Angels & Demons	The Da Vinci Code	director in common
Angels & Demons	How the Grinch Stole Christmas	director in common
Angels & Demons	In the Heart of the Sea	director in common
Angels & Demons	Cinderella Man	director in common
Angels & Demons	A Beautiful Mind	director in common
Angels & Demons	Ransom	director in common
Angels & Demons	The Dilemma	director in common
Angels & Demons	Apollo 13	director in common
Angels & Demons	Edtv	director in common
Angels & Demons	Rush	director in common
Angels & Demons	Frost/Nixon	director in common
Angels & Demons	Splash	director in common
Thor	Cinderella	director in common
Thor	Jack Ryan: Shadow Recruit	director in common
Thor	The Magic Flute	director in common
Thor	Hamlet	director in common
Thor	Henry V	director in common
Thor	Much Ado About Nothing	director in common
Wrath of the Titans	Teenage Mutant Ninja Turtles	director in common
Wrath of the Titans	Battle Los Angeles	director in common
Wrath of the Titans	The Texas Chainsaw Massacre: The Beginning	director in common
Wrath of the Titans	Darkness Falls	director in common
Dark Shadows	Planet of the Apes	director in common
Dark Shadows	Batman Returns	director in common
Dark Shadows	Mars Attacks!	director in common
Dark Shadows	Big Fish	director in common
Dark Shadows	Frankenweenie	director in common
Dark Shadows	Batman	director in common
Dark Shadows	Corpse Bride	director and 2 actors in common
Dark Shadows	Edward Scissorhands	director in common
Dark Shadows	Ed Wood	director in common
Dark Shadows	Beetlejuice	director in common
Dark Shadows	Big Eyes	director in common
Mission: Impossible - Rogue Nation	Mission: Impossible - Ghost Protocol	 2 actors in common
Mission: Impossible - Rogue Nation	Jack Reacher	director in common
Mission: Impossible - Rogue Nation	The Way of the Gun	director in common
The Wolfman	Captain America: The First Avenger	director in common
The Wolfman	Jurassic Park III	director in common
The Wolfman	Hidalgo	director in common
The Last Airbender	After Earth	director in common
The Last Airbender	Unbreakable	director in common
The Last Airbender	The Village	director in common
The Last Airbender	Signs	director in common
The Last Airbender	Lady in the Water	director in common
The Last Airbender	The Happening	director in common
The Last Airbender	The Sixth Sense	director in common
The Last Airbender	The Visit	director in common
Mission: Impossible III	Star Trek	director in common
Mission: Impossible III	Super 8	director in common
White House Down	The Day After Tomorrow	director in common
White House Down	The Patriot	director in common
White House Down	Independence Day	director in common
White House Down	Anonymous	director in common
White House Down	Stonewall	director in common
Mars Needs Moms	The Time Machine	director in common
Flushed Away	Astro Boy	director in common
Flushed Away	Diary of a Wimpy Kid: Dog Days	director in common
Flushed Away	Diary of a Wimpy Kid: Rodrick Rules	director in common
Flushed Away	Movie 43	 2 actors in common
Pan	The Soloist	director in common
Pan	Anna Karenina	director in common
Pan	Atonement	director in common
Pan	Hanna	director in common
Pan	Pride & Prejudice	director in common
Mr. Peabody & Sherman	Stuart Little 2	director in common
Mr. Peabody & Sherman	Stuart Little	director in common
Mr. Peabody & Sherman	The Haunted Mansion	director in common
Mr. Peabody & Sherman	The Forbidden Kingdom	director in common
Troy	The Perfect Storm	director in common
Troy	Air Force One	director in common
Troy	Outbreak	director in common
Troy	The NeverEnding Story	director in common
Troy	Das Boot	director in common
Madagascar 3: Europe's Most Wanted	Penguins of Madagascar	director in common
Madagascar 3: Europe's Most Wanted	Madagascar	director and 2 actors in common
Madagascar 3: Europe's Most Wanted	Antz	director in common
Die Another Day	The Edge	director in common
Die Another Day	xXx: State of the Union	director in common
Die Another Day	Along Came a Spider	director in common
Die Another Day	The Devil's Double	director in common
Ghostbusters	The Heat	director in common
Ghostbusters	Bridesmaids	director in common
Ghostbusters	Unaccompanied Minors	director in common
Armageddon	Bad Boys II	director in common
Armageddon	The Island	director in common
Armageddon	The Rock	director in common
Armageddon	13 Hours	director in common
Armageddon	Pain & Gain	director in common
Armageddon	Bad Boys	director in common
Men in Black II	Men in Black	director and 2 actors in common
Men in Black II	Seven Pounds	 2 actors in common
Men in Black II	Big Trouble	director in common
Men in Black II	Get Shorty	director in common
Men in Black II	The Addams Family	director in common
Beowulf	What Lies Beneath	director in common
Beowulf	Contact	director in common
Beowulf	Cast Away	director in common
Beowulf	Forrest Gump	director in common
Beowulf	Death Becomes Her	director in common
Beowulf	Back to the Future Part II	director in common
Beowulf	Back to the Future Part III	director in common
Beowulf	The Walk	director in common
Beowulf	Flight	director in common
Beowulf	Back to the Future	director in common
Kung Fu Panda 3	Kung Fu Panda	 2 actors in common
Mission: Impossible - Ghost Protocol	The Incredibles	director in common
Mission: Impossible - Ghost Protocol	The Iron Giant	director in common
Fun with Dick and Jane	RED 2	director in common
Fun with Dick and Jane	Galaxy Quest	director in common
Fun with Dick and Jane	Home Fries	director in common
The Last Samurai	Blood Diamond	director in common
The Last Samurai	The Siege	director in common
The Last Samurai	Courage Under Fire	director in common
The Last Samurai	Legends of the Fall	director in common
The Last Samurai	Love & Other Drugs	director in common
The Last Samurai	Glory	director in common
Exodus: Gods and Kings	Prometheus	director in common
Exodus: Gods and Kings	Kingdom of Heaven	director in common
Exodus: Gods and Kings	The Martian	director in common
Exodus: Gods and Kings	Gladiator	director in common
